gene_symbol	associated_genes
ZNF735	ZNF679,ZNF716,ZNF479,ZNF92,ZNF98,ZNF430,ZNF91,ZNF726,ZNF431,ZNF708,ZNF680,ZNF100,ZNF737,ZNF273,ZNF85,ZNF626,ZNF257,ZNF728,ZNF730,ZNF429,ZNF486,ZNF93,ZNF208,ZNF43,ZNF253,ZNF254,ZNF506,ZNF675,ZNF493,ZNF729,ZNF141,ZNF718,ZNF90,ZNF492,ZNF732,ZNF682,ZNF99,ZNF681,ZNF676,ZNF736,ZNF714,ZNF727,ZNF117,ZNF695,ZNF107,ZNF721,ZNF720,ZNF678,ZNF138,ZNF565,ZNF790,ZNF850,ZNF665,ZNF420,ZNF829,ZNF571,ZNF582,ZFP30,ZNF546,ZNF879,ZNF485,ZNF383,ZNF568,ZFP14,ZNF251,ZNF480,ZNF30,ZNF331,ZNF267,ZNF569,ZNF283,ZNF528,ZNF250,ZNF880,ZNF184,ZNF3,ZNF780A,ZNF79,ZNF566,ZNF583,ZNF558,ZNF780B,ZNF699,ZFP82,ZNF157,ZNF540,ZNF234,ZNF454,ZNF436,ZNF766,ZNF320,ZNF354B,ZNF140,ZNF354C,ZNF468,ZNF813,ZNF805,ZNF461,ZNF354A,ZNF189
ZNF519	ZNF678,ZNF675,ZNF681,ZNF420,ZNF429,ZNF726,ZNF98,ZNF737,ZNF708,ZNF431,ZNF91,ZNF571,ZNF283,ZNF254,ZNF43,ZNF728,ZNF93,ZNF430,ZNF257,ZNF493,ZNF665,ZNF729,ZNF208,ZNF85,ZNF732,ZNF267,ZNF92,ZNF682,ZNF99,ZNF880,ZNF720,ZNF492,ZNF107,ZNF676,ZNF184,ZNF790,ZNF680,ZNF30,ZNF528,ZNF28,ZNF273,ZNF813,ZNF695,ZNF850,ZNF479,ZNF714,ZNF160,ZNF471,ZNF100,ZNF135,ZNF721,ZNF90,ZNF780A,ZNF616,ZNF730,ZNF583,ZNF816,ZNF189,ZNF117,ZNF480,ZNF761,ZNF470,ZNF345,ZNF546,ZNF845,ZNF383,ZFP30,ZNF502,ZNF415,ZNF540,ZNF879,ZNF83,ZNF626,ZNF347,ZNF331,ZNF565,ZNF568,ZNF573,ZFP2,ZNF527,ZNF570,ZNF287,ZNF461,ZNF716,ZFP82,ZNF808,ZNF677,ZNF16,ZKSCAN7,ZNF404,ZNF84,ZNF624,ZNF84,ZNF569,ZNF607,ZNF780B,ZFP14,ZNF454,ZNF253,ZNF468
SIAH1	ZNF677,  GOLGA6L9,  USP49,  RGPD8,  ZNF573,  SIAH1,  LRRC37A,  CEP128,  RGPD5,  RPL9
ZNF865	ZNF676,ZNF229,ZNF208,ZNF471,ZNF721,ZNF470,ZNF160,ZFP62,ZNF235,ZNF484,ZNF184,ZNF728,ZNF197,ZNF227,ZNF12,ZNF443,ZNF799,ZFP112,ZNF226,ZNF256,ZNF534,ZNF33A,ZNF823,ZNF354B,ZNF841,ZKSCAN7,ZNF442,ZNF551,ZNF749,ZNF132,ZNF182,ZNF667,ZNF211,ZNF623,ZNF569,ZNF548,ZNF154,ZNF34,ZNF628,ZNF629,ZNF814,ZNF418,ZNF135,ZNF860,ZNF774,ZSCAN2,ZNF483,ZNF626,ZNF45,ZNF835,ZNF560,ZNF431,ZNF16,ZNF99,ZNF267,ZNF429,ZNF180,ZNF70,ZNF782,ZNF768,ZNF358,ZNF430,ZNF565,ZIK1,ZNF696,ZNF251,ZNF836,ZNF549,ZNF417,ZNF502,ZNF708,ZNF100,ZNF254,ZNF17,ZNF586,ZFP2,ZKSCAN8,ZNF43,ZNF253,ZNF675,ZNF416,ZNF530,ZNF587,ZNF397,ZNF436,ZNF672,ZNF605,ZNF433,ZNF93,ZNF284,ZNF329,ZNF286A,ZNF850,ZNF419,ZNF544,ZNF304,ZNF729,ZNF726,ZNF454,ZNF519
KRBOX4	ZNF674,ZNF84,ZNF84,ZNF33A,RBAK,ZNF248,ZNF33B,ZNF568,ZNF630,ZNF12,ZNF300,ZNF569,ZNF510,ZNF268,ZNF81,ZFP90,ZNF614,ZNF334,ZNF350,ZNF184,ZNF41,ZNF382,ZNF658,ZNF10,ZNF37A,ZNF613,ZNF606,ZNF484,ZNF615,ZFP69,ZNF793,ZNF300P1,ZNF713,ZNF182,ZNF717,ZNF26,ZNF26,ZNF890P,ZNF684,ZNF25,ZNF585B,ZNF649,ZNF782,ZNF432,ZIM3,ZFP69B,ZNF879,ZNF74,ZNF317,ZNF8,ZNF605,ZNF140,ZNF550,ZNF624,ZNF570,ZNF577,ZNF92,ZNF566,ZFP82,ZFP28,ZNF679,ZNF208,ZNF157,ZNF527,ZNF486,ZNF850,ZNF267,ZNF705D,ZNF705B,ZNF705A,ZNF546,ZFP37,ZNF583,ZNF85,ZNF728,ZNF470,ZNF729,ZNF705G,ZNF98,ZNF565,ZNF461,ZNF175,ZNF2,ZNF479,ZNF254,ZNF540,ZNF485,ZNF705A,ZNF829,ZNF780B,ZNF354C,ZNF724P,ZNF726,ZNF493,ZNF302,ZFP30,ZNF133,ZNF454,ZNF582,ZNF337
ZNF772	ZNF671,ZNF792,ZNF134,ZNF211,ZNF548,ZNF773,ZNF416,ZIK1,ZNF418,ZNF132,ZNF530,ZNF17,ZNF256,ZNF549,ZNF419,ZNF547,ZNF587,ZNF304,ZNF814,ZNF250,ZNF154,ZNF135,ZNF420,ZNF436,ZNF551,ZNF552,ZKSCAN7,ZNF569,ZNF749,ZNF16,ZNF678,ZNF485,ZNF157,ZNF84,ZNF84,ZNF568,ZNF34,ZNF845,ZNF470,ZNF586,ZNF502,ZNF25,ZNF546,ZNF30,ZNF83,ZNF189,ZNF565,ZNF283,ZNF544,ZNF33A,ZNF33B,ZNF160,ZNF324B,ZNF324,ZNF879,ZNF850,ZNF708,ZNF383,ZNF616,ZNF484,ZNF780A,ZNF528,ZNF417,ZNF23,ZNF543,ZNF12,ZSCAN2,ZNF585A,ZNF585B,ZNF471,ZNF480,ZNF300,ZNF184,ZNF836,ZNF26,ZNF26,ZNF658,ZNF347,ZNF829,ZNF737,ZNF260,ZNF534,ZNF813,ZNF658B,ZNF658B,ZNF665,ZNF835,ZNF287,ZNF345,ZNF180,ZNF268,ZNF805,ZNF605,ZNF431,ZNF582,ZNF674,ZNF208,ZNF253,ZNF91,ZFP2
ZNF669	ZNF670,ZNF627,ZNF709,ZNF490,ZNF625,ZNF14,ZNF136,ZNF791,ZNF20,ZNF878,ZNF433,ZNF563,ZNF844,ZNF700,ZNF443,ZNF799,ZNF44,ZNF442,ZNF101,ZNF823,ZNF440,ZNF439,ZNF555,ZNF57,ZNF77,ZNF420,ZNF491,ZNF441,ZNF383,ZNF586,ZNF436,ZNF124,ZNF558,ZNF135,ZNF25,ZNF699,ZNF93,ZNF829,ZNF184,ZNF678,ZNF331,ZNF30,ZNF557,ZFP14,ZNF85,ZNF157,ZNF160,ZFP2,ZNF3,ZNF333,ZNF773,ZNF345,ZFP30,ZNF79,ZNF708,ZNF429,ZNF283,ZNF714,ZNF571,ZNF879,ZNF665,ZNF726,ZNF189,ZNF486,ZNF737,ZNF681,ZNF679,ZNF92,ZNF568,ZNF273,ZNF84,ZNF544,ZNF84,ZNF570,ZKSCAN7,ZNF502,ZNF850,ZNF154,ZNF454,ZNF569,ZFP28,ZNF141,ZNF761,ZNF300,ZNF91,ZNF180,ZNF470,ZNF251,ZNF782,ZNF347,ZNF485,ZNF845,ZNF626,ZNF98,ZNF675,ZNF565,ZNF12,ZFP37,ZNF253,ZNF676
JAZF1	ZNF668,  ZNF71,  ZNF347,  ZNF354C,  LUZP1,  INPP4B,  ARSK,  ZNF426,  ERCC4,  ZNF407,  MBD5,  ZSCAN12,  GLI2,  JAZF1,  PCDHGB6,  ZFP2,  EIF5A2
ZNF677	ZNF665,ZNF160,ZNF836,ZNF841,ZNF347,ZNF415,ZNF813,ZNF845,ZNF616,ZNF678,ZNF761,ZNF675,ZNF429,ZNF534,ZNF578,ZNF320,ZNF765,ZNF28,ZNF468,ZNF816,ZNF726,ZNF98,ZNF92,ZNF728,ZNF420,ZNF93,ZNF527,ZNF85,ZNF569,ZNF571,ZNF431,ZNF708,ZNF568,ZNF470,ZNF184,ZNF480,ZNF254,ZNF84,ZNF808,ZNF84,ZNF471,ZNF454,ZNF737,ZNF91,ZNF283,ZNF681,ZNF729,ZNF583,ZNF287,ZNF570,ZNF860,ZNF528,ZNF879,ZNF430,ZNF624,ZNF43,ZNF189,ZNF790,ZNF100,ZNF135,ZNF300,ZNF436,ZNF519,ZNF479,ZNF850,ZNF720,ZNF880,ZNF273,ZNF208,ZNF701,ZNF611,ZFP2,ZNF732,ZNF251,ZNF540,ZNF30,ZNF250,ZKSCAN7,ZNF83,ZNF680,ZNF695,ZNF257,ZNF34,ZNF182,ZNF780A,ZNF730,ZNF565,ZFP14,ZFP28,ZNF626,ZNF492,ZNF354C,ZNF81,ZNF45,ZNF418,ZNF852,ZNF33A,ZNF502,ZNF12,ZNF16
ZNF415	ZNF665,ZNF160,ZNF347,ZNF845,ZNF813,ZNF616,ZNF578,ZNF836,ZNF761,ZNF28,ZNF860,ZNF816,ZNF468,ZNF841,ZNF808,ZNF765,ZNF534,ZNF611,ZNF480,ZNF880,ZNF528,ZNF83,ZNF320,ZNF600,ZNF420,ZNF708,ZNF726,ZNF701,ZNF677,ZNF429,ZNF91,ZNF525,ZNF678,ZNF93,ZNF729,ZNF737,ZNF92,ZNF254,ZNF208,ZNF675,ZNF728,ZNF283,ZNF184,ZNF569,ZNF571,ZNF470,ZNF850,ZNF568,ZNF471,ZNF45,ZNF135,ZNF43,ZNF30,ZNF624,ZNF287,ZNF98,ZNF879,ZNF527,ZNF479,ZNF720,ZNF189,ZNF431,ZNF99,ZNF766,ZNF583,ZNF85,ZNF493,ZNF492,ZNF676,ZNF273,ZNF732,ZFP2,ZNF16,ZNF681,ZKSCAN7,ZNF33B,ZNF226,ZNF250,ZNF257,ZNF658,ZNF658B,ZNF658B,ZNF23,ZNF430,ZNF234,ZNF235,ZNF543,ZNF519,ZNF180,ZNF573,ZNF546,ZNF17,ZNF782,ZNF267,ZNF90,ZNF790,ZNF570,ZNF565,ZNF630,ZNF605
GNRH1	ZNF662,  HEATR1,  NRF1,  GNRH1,  RALGAPA1,  ARID2,  ZSCAN25,  TRAF6,  ZNF445,  C11orf30,  ZNF350,  VPS13B
GZF1	ZNF658,ZNF658B,ZNF658B,ZNF585A,ZNF225,ZNF135,ZNF253,ZNF585B,ZNF569,ZNF551,ZNF782,ZFP112,ZNF678,ZNF45,ZNF16,ZNF211,ZNF93,ZNF132,ZNF879,ZNF665,ZNF329,ZFP2,ZNF235,ZKSCAN7,ZNF23,ZNF345,ZNF568,ZNF234,ZNF160,ZNF256,ZNF479,ZNF845,ZNF502,ZNF251,ZNF34,ZNF578,ZNF184,ZNF484,ZNF483,ZNF84,ZNF84,ZNF287,ZNF224,ZNF227,ZNF175,ZNF79,ZNF808,ZNF91,ZNF229,ZNF616,ZNF677,ZNF813,ZNF436,ZFP3,ZNF570,ZNF226,ZNF180,ZNF28,ZNF816,ZNF471,ZNF470,ZNF530,ZNF850,ZNF480,ZNF729,ZNF587,ZNF154,ZNF836,ZNF583,ZSCAN2,ZNF791,ZNF420,ZNF71,ZNF814,ZKSCAN8,ZNF347,ZNF852,ZNF726,ZNF43,ZNF681,ZNF383,ZFP28,ZNF17,ZNF417,PRDM9,ZNF12,ZNF527,ZNF83,ZNF304,ZNF300,ZNF85,ZNF254,ZNF418,ZNF624,ZNF544,ZNF835,ZNF676,ZNF415,ZNF264,ZNF41
ZNF510	ZNF658,ZNF33B,ZNF33A,ZNF782,ZNF12,ZNF334,ZNF717,ZNF568,ZNF569,RBAK,ZNF84,ZNF84,ZNF248,ZNF184,ZNF567,ZNF585B,ZNF624,ZNF300,ZNF41,ZNF182,ZNF484,ZNF665,ZNF268,ZNF605,ZNF420,ZNF630,ZNF850,ZNF615,ZNF674,ZNF432,ZNF813,ZNF616,ZNF471,ZNF470,ZNF135,ZNF845,ZNF287,ZNF585A,ZNF534,ZNF658B,ZNF658B,ZNF160,ZNF382,ZNF726,ZNF93,ZNF354B,ZFP37,ZNF81,ZNF180,ZNF235,ZNF175,ZNF606,ZNF85,ZNF540,ZNF761,ZNF546,ZNF208,ZNF429,ZNF347,ZNF728,ZNF607,ZNF30,ZNF780A,ZNF836,ZNF528,ZNF28,ZNF729,ZNF45,ZNF681,ZNF816,ZNF43,ZNF571,ZNF880,ZNF337,ZNF418,ZFP90,ZNF226,ZNF780B,ZNF234,ZNF544,ZNF841,ZNF527,ZFP28,ZNF493,ZNF250,ZNF283,ZNF879,ZNF354A,ZNF254,ZNF613,ZNF551,ZNF224,ZNF227,ZNF709,ZNF197,ZNF83,ZNF699,ZNF17,ZNF91,ZNF23
ZNF276	ZNF653,ZFP91,ZNF692,ZNF616,ZNF707,ZNF648,ZNF28,ZFP37,ZNF91,ZNF845,ZNF146,ZNF235,ZNF782,ZNF836,ZNF714,ZNF681,ZNF497,ZNF768,ZNF324B,ZNF658B,ZNF658,ZNF658B,ZNF761,ZNF226,ZNF267,ZIK1,ZNF324,ZNF852,ZNF493,ZNF260,ZNF567,ZNF569,ZNF234,ZNF160,ZNF81,ZNF534,ZNF667,ZKSCAN7,ZNF347,ZNF25,ZFP2,ZNF510,ZNF808,ZNF664,ZNF317,ZNF420,ZNF841,ZNF729,ZNF233,ZNF43,ZNF195,ZNF629,ZNF93,ZNF90,ZNF486,ZNF728,ZNF624,ZNF257,ZNF876P,ZNF479,ZNF99,ZFP69B,ZNF429,ZNF628,ZNF71,ZNF619,ZNF214,ZNF430,ZNF98,ZNF675,ZNF585B,ZNF425,ZNF239,ZNF83,ZNF678,ZNF726,ZNF701,ZNF32,ZNF816,ZNF471,ZNF141,ZNF721,ZNF184,ZFP112,ZNF333,ZNF708,ZNF585A,ZNF221,ZNF225,ZNF473,ZNF175,ZNF623,ZNF594,ZNF665,ZNF77,ZNF846,ZNF20,ZNF16,ZNF408,ZFP62
ZBTB47	ZNF652,ZNF253,ZNF431,ZNF737,ZNF85,ZNF235,ZNF782,ZFP112,ZNF493,ZNF430,ZNF732,ZNF729,ZNF99,ZNF726,ZNF718,ZFP62,ZNF454,ZNF93,ZNF708,ZNF45,ZNF227,ZNF43,ZNF486,ZNF100,ZNF675,ZNF234,ZNF626,ZNF546,ZNF229,ZNF468,ZNF695,ZNF761,ZNF845,ZNF567,ZNF226,ZNF175,ZNF479,ZNF77,ZNF98,ZNF596,ZNF850,ZNF14,ZNF714,ZNF91,ZNF681,ZNF585A,ZNF721,ZNF92,ZNF41,ZNF84,ZNF84,ZNF436,ZNF25,ZNF267,ZNF728,ZNF300,ZNF90,ZNF180,ZNF582,ZFP28,ZNF273,ZNF492,ZNF484,ZNF155,ZSCAN2,ZNF555,ZNF490,ZNF429,ZNF676,ZNF585B,ZNF225,ZNF814,ZNF418,ZNF251,ZNF658B,ZNF658,ZNF658B,ZNF382,ZNF121,ZNF878,ZNF81,ZNF33A,ZNF33B,ZNF519,ZNF136,ZNF682,ZNF160,ZNF311,ZNF680,ZNF16,ZNF169,ZNF624,ZNF599,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF736
CBLL1	ZNF645
SLC9A7	ZNF643,  WDHD1,  CHEK1,  HELLS,  ATAD5,  MAD2L1,  SLC9A7,  RAD54B,  RAD51AP1,  TEX9,  PIF1,  ZFP69B,  CCNI2,  CDC6,  ARHGAP11A,  CCNF,  ZNF714,  TLR7
IL12A	ZNF643,  HIST1H4J,  HIST1H4F,  SULT1A3,  HIST1H4H,  ZFP69B,  HIST1H4I,  ZNF738,  SULT1A4,  ERCC6L,  HIST1H4B,  HIST1H4L,  ZNF268,  ZNF248,  HIST1H4K,  UTP14C,  HIST1H4A,  ARHGAP11B,  MCART6,  CD200R1,  ZNF490,  HIST1H4C,  HIST4H4,  IL12A,  KCNA3,  SLC25A53,  HIST1H4D,  HIST2H4A,  ALG11,  HIST1H4E,  HELB,  CHST2
GAS2	ZNF643,  GAS2,  ZNF713,  TRIM16,  ZRANB3,  SLC25A53,  TECTA,  MCART6,  CYB5RL,  ZFP69B,  NRL,  SCP2
ZNF768	ZNF629,ZNF774,ZNF79,ZSCAN2,ZNF436,ZNF180,ZNF84,ZNF84,ZNF135,ZNF16,ZFP2,ZNF551,ZNF418,ZKSCAN7,ZNF879,ZNF852,ZNF544,ZNF497,ZNF132,ZNF420,ZNF71,ZNF300,ZNF502,ZFP112,ZNF568,ZNF570,ZNF34,ZNF154,ZNF416,ZNF530,ZNF572,ZNF287,ZNF345,ZNF70,ZNF7,ZNF565,ZNF681,ZNF250,ZNF782,ZNF850,ZNF304,ZNF33B,ZNF93,ZNF229,ZNF12,ZNF678,ZNF606,ZNF583,ZNF470,ZNF184,ZNF623,ZNF251,ZNF182,ZNF383,ZNF45,ZNF256,ZNF391,ZNF483,ZFP37,ZNF211,ZNF17,ZNF189,ZNF836,ZNF835,ZNF10,ZNF267,ZNF429,ZNF235,ZNF624,ZNF479,ZNF569,ZNF35,ZNF419,ZNF268,ZNF85,ZNF567,ZNF83,ZNF605,ZFP3,ZNF675,ZNF329,ZNF43,ZNF91,ZFP28,ZNF484,ZNF665,ZNF708,ZNF100,ZNF260,ZNF585A,ZNF585B,ZNF616,ZNF814,ZNF726,ZNF33A,ZNF253,ZNF626,ZNF676,ZNF98,ZNF792
ZNF784	ZNF628,ZNF135,ZNF596,ZNF358,ZNF668,ZNF768,ZNF227,ZNF441,ZNF235,ZNF816,ZNF586,ZNF239,ZSCAN20,ZFP69B,ZNF529,ZNF782,ZNF211,ZNF792,ZNF79,ZNF397,ZNF454,ZNF774,ZNF585B,ZNF551,ZNF879,ZNF16,ZNF485,ZSCAN2,ZSCAN30,ZNF229,ZNF814,ZNF418,ZNF154,ZNF436,ZNF287,ZNF558,ZNF709,ZNF585A,ZNF45,ZNF180,ZNF324B,ZNF324,ZNF514,ZNF510,ZNF286A,ZNF286B,ZNF835,ZNF214,ZNF675,ZNF383,ZNF813,ZNF837,ZKSCAN8,ZNF658B,ZNF658,ZNF658B,ZFP112,ZNF479,ZNF568,ZNF677,ZNF71,ZNF132,MZF1,ZKSCAN3,ZNF273,ZNF623,ZNF233,ZNF700,ZKSCAN2,ZNF14,ZNF93,ZNF708,ZNF226,ZNF766,ZNF471,ZIK1,ZNF256,ZFP2,ZNF3,ZNF483,ZNF674,ZNF544,ZNF726,ZNF43,ZNF670,ZNF23,ZNF554,ZNF136,ZNF626,ZNF429,ZNF570,ZNF473,ZNF582,ZNF470,ZNF497,ZNF70,ZNF311,ZNF572,ZNF84,ZNF624
ZNF101	ZNF627,ZNF709,ZNF14,ZNF490,ZNF878,ZNF20,ZNF791,ZNF670,ZNF136,ZNF433,ZNF439,ZNF440,ZNF442,ZNF700,ZNF823,ZNF443,ZNF563,ZNF625,ZNF44,ZNF77,ZNF844,ZNF57,ZNF555,ZNF799,ZNF669,ZNF491,ZNF420,ZNF93,ZNF25,ZNF383,ZNF441,ZNF716,ZNF678,ZNF157,ZNF426,ZNF829,ZNF98,ZNF283,ZNF333,ZFP2,ZNF726,ZNF331,ZNF486,ZNF782,ZNF565,ZNF699,ZNF135,ZNF436,ZNF846,ZNF184,ZNF596,ZNF665,ZNF479,ZNF91,ZNF571,ZNF718,ZNF267,ZNF431,ZNF99,ZNF454,ZNF729,ZNF626,ZNF235,ZNF728,ZNF85,ZNF557,ZNF90,ZNF708,ZNF180,ZNF208,ZNF730,ZNF345,ZNF568,ZNF569,ZFP30,ZFP14,ZNF599,ZNF880,ZNF418,ZKSCAN7,ZNF43,ZNF737,ZNF45,ZNF558,ZNF682,ZNF430,ZNF28,ZNF471,ZNF84,ZNF84,ZNF790,ZNF100,ZNF320,ZNF502,ZNF658,ZNF83,ZNF852,ZNF727,ZNF561,ZNF429
ANKZF1	ZNF622
KRBOX1	ZNF621,ZNF662,ZNF517,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF2,ZNF74,ZNF620,ZNF19,ZNF615,ZNF354A,ZFP90,ZNF560,ZNF34,ZNF557,ZNF558,ZNF169,ZNF317,ZNF707,ZFP92,ZFP69B,ZNF354C,ZNF568,ZNF540,ZNF354B,ZNF300,HKR1,ZNF445,ZNF624,ZNF251,ZNF782,ZNF333,ZNF879,ZNF133,ZFP69,ZNF699,ZNF426,ZNF471,ZNF33A,ZNF324,ZNF649,ZNF300P1,ZNF841,ZNF264,ZNF8,ZNF658,ZNF778,ZNF177,ZNF613,ZNF510,ZNF862,ZNF454,ZNF33B,ZNF566,ZNF583,ZNF684,ZNF324B,ZNF7,ZNF84,ZNF84,ZNF184,ZNF805,ZNF85,ZNF565,ZNF337,ZNF3,ZNF544,ZNF248,ZNF93,ZNF91,ZNF350,ZNF461,ZNF569,ZNF582,ZNF334,ZNF250,ZNF382,ZNF619,ZNF891,ZNF140,ZNF792,ZNF713,ZNF527,ZNF268,ZNF573,RBAK,ZNF890P,ZNF92,ZNF182,ZNF25,ZNF37A,ZIM3,ZNF197,ZNF485,ZNF253
ZNF619	ZNF620,ZNF383,ZNF34,ZNF570,ZNF879,ZNF251,ZNF184,ZNF23,ZNF250,ZNF436,ZNF583,ZNF19,ZNF568,ZNF132,ZKSCAN7,ZNF7,ZNF852,ZNF565,ZNF135,ZNF84,ZNF850,ZNF84,ZNF569,ZNF480,ZNF454,ZNF543,ZNF354C,ZNF665,ZNF419,ZNF420,ZNF582,ZNF25,ZFP30,ZNF662,ZNF286A,ZNF599,ZNF805,ZNF16,ZFP14,ZNF85,ZNF345,ZNF140,ZNF180,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF211,ZFP3,ZNF780A,ZNF502,ZNF253,ZNF534,ZNF551,ZNF79,ZFP82,ZNF546,ZFP2,ZNF605,ZNF573,ZNF470,ZNF354A,ZNF100,ZNF283,ZNF829,ZNF720,ZNF773,ZNF30,ZNF485,ZNF189,ZSCAN2,ZNF71,ZNF157,ZNF479,ZNF780B,ZNF256,ZNF544,ZNF74,ZNF160,ZNF658B,ZNF658B,ZNF790,ZNF331,ZNF98,ZNF607,ZNF418,ZNF658,ZNF397,ZNF699,ZNF682,ZNF616,ZNF329,ZNF626,ZNF675,ZNF681,ZNF571,ZNF660
ZNF620	ZNF619,ZNF621,ZNF383,ZNF662,ZNF570,ZNF879,ZNF184,ZNF3,ZNF582,ZNF251,ZNF566,ZNF829,ZNF19,ZNF354C,ZNF34,ZNF485,ZNF565,ZNF2,ZNF790,ZFP14,ZNF583,ZNF420,ZNF283,ZNF773,ZNF30,ZNF569,ZNF25,ZNF250,ZNF419,ZNF454,ZNF436,ZNF699,ZNF471,ZNF780A,ZNF708,ZFP82,ZNF568,ZNF331,ZNF23,ZFP30,ZNF135,ZNF311,ZNF157,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF208,ZNF461,ZNF540,ZNF571,ZNF880,ZNF92,ZNF805,ZNF780B,ZNF7,ZNF140,ZNF720,ZNF514,ZNF480,ZNF37A,ZNF91,ZNF333,ZNF253,ZNF548,ZNF726,ZNF26,ZNF26,ZNF10,ZNF573,ZNF189,ZNF79,ZFP69B,ZNF528,ZNF74,ZNF626,ZNF543,ZNF850,ZNF684,ZNF557,ZNF486,ZNF100,ZNF728,ZNF264,ZNF141,ZNF791,ZNF98,ZNF345,ZNF766,ZNF483,ZNF506,ZNF479,ZNF558,ZNF682,ZNF254,ZNF530,ZKSCAN7,ZNF197
ZNF621	ZNF619,ZNF620,ZNF19,ZNF662,ZNF331,ZNF184,ZNF566,ZNF829,ZNF251,ZNF485,ZNF420,ZNF565,ZNF383,ZNF311,ZNF157,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF454,ZNF573,ZNF283,ZFP92,ZNF582,ZNF250,ZFP82,ZNF850,ZNF780A,ZNF546,ZNF773,ZNF699,ZNF3,ZFP30,ZNF354C,ZNF568,ZNF2,ZNF583,ZNF436,ZNF25,ZNF709,ZKSCAN7,ZNF557,ZNF569,ZNF30,ZNF708,ZNF197,ZNF189,ZFP14,ZNF684,ZNF558,ZNF419,ZNF737,ZNF879,ZNF98,ZNF780B,ZNF79,ZNF852,ZNF626,ZKSCAN8,ZNF84,ZNF577,ZNF84,ZNF140,ZNF720,ZNF23,ZSCAN30,ZNF93,ZNF345,ZNF570,ZNF528,ZNF790,ZNF471,ZNF34,ZNF678,ZNF607,ZNF135,ZNF679,ZNF682,ZNF506,ZNF529,ZNF880,ZNF287,ZFP2,ZNF7,ZNF480,ZNF627,ZNF791,ZNF543,ZNF70,ZNF680,ZNF74,ZNF669,ZNF433,ZNF333,ZNF253,ZNF461,ZNF234,ZNF550
IL15	ZNF619,  ZNF701,  KCNMB3,  ZNF90,  IL15,  ZNF792,  RNF169,  PTCD1,  KCNMB2,  NBEAL1,  ZNF670,  RMND5A,  ZNF81,  BTN2A3,  KIAA1919,  MS4A4E
ZNF818P	ZNF616,ZNF160,ZNF347,ZNF766,ZNF415,ZNF665,ZNF790,ZNF677,ZNF184,ZNF34,ZNF397,ZNF836,ZNF841,ZNF883,ZNF519,ZFP3,ZNF383,ZNF354A,ZNF852,ZNF24,ZNF3,ZNF16,ZNF585A,ZNF91,ZNF880,ZNF528,ZNF879,ZNF83,ZNF10,ZNF470,ZNF70,ZNF729,ZSCAN2,ZNF658B,ZNF658,ZNF658B,ZNF286B,ZNF681,ZNF570,ZNF135,ZNF354B,ZKSCAN8,ZNF84,ZNF84,ZNF287,ZNF569,ZKSCAN7,ZNF35,ZNF354C,ZNF286A,ZNF480,ZSCAN12,ZNF430,ZNF345,ZNF534,ZNF117,ZNF7,ZNF630,ZNF30,ZNF566,ZNF204P,ZNF300,ZNF181,ZNF565,ZNF585B,ZNF79,ZNF835,ZNF619,ZFP69B,ZNF214,ZNF28,ZNF606,ZNF502,ZKSCAN1,ZNF252P,ZNF829,ZNF454,ZKSCAN2,ZNF420,ZNF180,ZNF594,ZNF506,ZNF787,ZNF544,ZNF431,ZNF429,ZNF235,ZNF329,ZNF92,ZNF695,ZNF436,ZNF774,ZNF708,ZNF98,ZNF492,ZNF283,ZNF226,ZNF175,ZNF610,ZNF582
ZNF613	ZNF615,ZNF614,ZNF432,ZNF649,ZNF84,ZNF84,ZNF350,ZNF300,ZNF630,ZNF268,ZNF605,ZNF569,ZNF568,ZNF182,ZNF26,ZNF26,ZNF674,ZNF81,ZNF41,ZNF184,ZNF717,ZNF12,ZNF585B,ZNF287,ZNF879,ZNF250,ZNF850,ZNF565,ZNF665,ZNF420,ZNF726,ZNF624,ZNF567,ZNF571,ZNF160,ZNF33A,ZNF157,ZNF33B,ZFP90,ZNF37A,PRDM9,ZNF85,ZNF534,ZNF585A,HKR1,ZNF135,ZNF484,ZNF347,ZNF583,ZNF805,ZNF607,ZNF546,ZNF470,ZNF354B,ZNF93,ZNF429,ZNF616,ZNF471,ZNF30,ZNF527,ZNF189,ZNF480,ZNF845,ZNF17,ZNF311,ZNF16,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF528,ZNF813,ZNF264,ZNF708,ZNF98,ZNF675,ZNF224,ZNF256,ZNF43,ZFP37,ZNF91,RBAK,ZNF34,ZNF479,ZFP82,ZNF334,ZNF7,ZNF25,ZNF383,ZNF283,ZNF175,ZNF543,ZNF23,ZNF728,ZNF254,ZNF729,ZNF343,ZNF761
